precision,recall
0.30644677661169417,1.0
0.3065386922615477,1.0
0.30663066306630665,1.0
0.3067226890756303,1.0
0.3068147703392375,1.0
0.3069069069069069,1.0
0.30699909882847704,1.0
0.30709134615384615,1.0
0.30755341558832383,1.0
0.3076459963877182,1.0
0.30773863294188497,1.0
0.30792407351611933,1.0
0.3080168776371308,1.0
0.30810973771480255,1.0
0.30820265379975875,1.0
0.3082956259426848,1.0
0.3083886541943271,1.0
0.3084817386054935,1.0
0.3085748792270531,1.0
0.3086680761099366,1.0
0.30876132930513595,1.0
0.30885463886370507,1.0
0.3089480048367594,1.0
0.3090414272754763,1.0
0.3092284417549168,1.0
0.30941568271268544,1.0
0.3095093882495457,1.0
0.30960315056043625,1.0
0.30979084571082144,1.0
0.30988477865372954,1.0
0.3099787685774947,1.0
0.3100728155339806,1.0
0.31016691957511383,1.0
0.31026108075288406,1.0
0.31035529911934406,1.0
0.31044957472660994,1.0
0.31063829787234043,1.0
0.31073274551535424,1.0
0.3108272506082725,1.0
0.3109218132035291,1.0
0.31101643335362145,1.0
0.3111111111111111,1.0
0.31130063965884863,1.0
0.3113954905545399,1.0
0.3114903992685157,1.0
0.31158536585365854,1.0
0.3116803903629155,1.0
0.31177547284929835,1.0
0.31187061336588345,1.0
0.31196581196581197,1.0
0.31206106870229006,1.0
0.3121563836285889,1.0
0.3125382262996942,1.0
0.31263383297644537,1.0
0.3127294981640147,1.0
0.312825221916131,1.0
0.3129210042865891,1.0
0.3130168453292496,1.0
0.3131127450980392,1.0
0.31320870364695064,1.0
0.3133047210300429,1.0
0.31340079730144127,1.0
0.31349693251533745,1.0
0.31359312672598955,1.0
0.3136893799877225,1.0
0.31378569235492787,1.0
0.31388206388206386,1.0
0.3139784946236559,1.0
0.31407498463429623,1.0
0.31417153396864433,1.0
0.31426814268142683,1.0
0.3143648108274377,1.0
0.31446153846153846,1.0
0.3154320987654321,1.0
0.31552948440876816,1.0
0.3157244362063639,1.0
0.3158220024721879,1.0
0.315919629057187,1.0
0.31601731601731603,1.0
0.31611506340859885,1.0
0.3163107397090684,1.0
0.31660470879801733,1.0
0.31670281995661603,1.0
0.31680099194048356,1.0
0.31689922480620153,1.0
0.31699751861042186,1.0
0.31719428926132837,1.0
0.3172927662216703,1.0
0.3173913043478261,1.0
0.31748990369680025,1.0
0.3175885643256681,1.0
0.317687286291576,1.0
0.3177860696517413,1.0
0.3178849144634526,1.0
0.31798382078406967,1.0
0.31808278867102396,1.0
0.3181818181818182,1.0
0.3182809093740268,1.0
0.318380062305296,1.0
0.3184792770333437,1.0
0.31867789211100717,1.0
0.31877729257641924,1.0
0.6826987307949232,1.0
0.6831550802139037,1.0
0.6836120401337793,1.0
0.6840696117804551,1.0
0.6845277963831212,1.0
0.6849865951742627,1.0
0.6854460093896714,1.0
0.6859060402684564,1.0
0.6863666890530558,1.0
0.6868279569892473,1.0
0.6872898453261601,1.0
0.6877523553162853,1.0
0.6882154882154882,1.0
0.6886792452830188,1.0
0.6891436277815239,1.0
0.689608636977058,1.0
0.8453267162944582,1.0
0.8460264900662252,1.0
0.9817483189241114,1.0
0.9980372914622179,0.9951076320939335
0.9980353634577603,0.9941291585127201
0.9980295566502463,0.9911937377690803
0.9980276134122288,0.9902152641878669
0.9980237154150198,0.9882583170254403
0.9980217606330366,0.987279843444227
0.9980119284294234,0.9823874755381604
0.9989047097480832,0.8923679060665362
0.9989035087719298,0.8913894324853229
0.9988304093567252,0.8356164383561644
0.9987864077669902,0.8052837573385518
0.9987849331713244,0.8043052837573386
1.0,0.7729941291585127
1.0,0.7710371819960861
1.0,0.735812133072407
1.0,0.7348336594911937
1.0,0.5430528375733855
1.0,0.5371819960861057
1.0,0.5362035225048923
1.0,0.0
